iter	Logloss
0	0.5132996315
1	0.3750891202
2	0.2938069254
3	0.2385384055
4	0.2107643236
5	0.1858755248
6	0.1658958411
7	0.1518863103
8	0.1415658687
9	0.1346525418
10	0.1297233543
11	0.1210907844
12	0.1176677624
13	0.114325594
14	0.10684916
15	0.1012831035
16	0.09862169266
17	0.09584803308
18	0.09164497134
19	0.08963771172
20	0.08738015743
21	0.08591406701
22	0.08384300821
23	0.08301628089
24	0.08123164492
25	0.0795917016
26	0.0781363596
27	0.07638497868
28	0.07404845827
29	0.07307935814
30	0.07204620046
31	0.07104054944
32	0.06944329953
33	0.06882197007
34	0.06774133959
35	0.06691432796
36	0.06558081679
37	0.06449980753
38	0.06377977571
39	0.06246968956
40	0.0613394176
41	0.0604083566
42	0.05892561261
43	0.05807087066
44	0.05742450662
45	0.05634267202
46	0.05596358537
47	0.05506653482
48	0.05435866734
49	0.05332790592
50	0.05249900366
51	0.05212855696
52	0.05072979104
53	0.05032915946
54	0.04969503381
55	0.04909341145
56	0.04846390294
57	0.04782162261
58	0.04726286064
59	0.04665078637
60	0.04588224287
61	0.0449205391
62	0.04459169822
63	0.04405494342
64	0.04369802224
65	0.04334561129
66	0.04280077959
67	0.04211526252
68	0.04183243429
69	0.0413667137
70	0.04106199551
71	0.04044076363
72	0.03986151874
73	0.03938743965
74	0.03904609278
75	0.03859966187
76	0.03835043779
77	0.03801945394
78	0.03763831738
79	0.03726503874
80	0.03676665489
81	0.03649013387
82	0.03616983529
83	0.03552256936
84	0.03521821446
85	0.03490879545
86	0.0347714148
87	0.03438179617
88	0.03398694664
89	0.03375909136
90	0.03350183234
91	0.03313275132
92	0.03278617563
93	0.03240306978
94	0.03212339133
95	0.03179673281
96	0.03160135593
97	0.0311661804
98	0.03066746409
99	0.03038527528
100	0.03016524516
101	0.02983153507
102	0.02960816192
103	0.02926495233
104	0.02877155906
105	0.02861725794
106	0.02830071049
107	0.02803697468
108	0.02778953866
109	0.02765093699
110	0.02724132829
111	0.02696219918
112	0.02683690516
113	0.02654807835
114	0.02641589787
115	0.02618803958
116	0.02588081307
117	0.02572395021
118	0.0255476816
119	0.02540853023
120	0.02529819075
121	0.02507884562
122	0.02488905161
123	0.02459970225
124	0.02445494721
125	0.02434321235
126	0.02409146428
127	0.02397828908
128	0.02379263579
129	0.02361834982
130	0.02346162249
131	0.02328754669
132	0.02296179348
133	0.02286622538
134	0.02277767248
135	0.02248542421
136	0.02223742076
137	0.02212156802
138	0.02193690681
139	0.02176815261
140	0.02170782558
141	0.02165118834
142	0.02145899069
143	0.02133628196
144	0.0211617255
145	0.02100050441
146	0.02092790132
147	0.02070911497
148	0.02036730638
149	0.02026608206
150	0.0202021049
151	0.02006502724
152	0.01983554707
153	0.01969480438
154	0.01957619568
155	0.01930269532
156	0.01915155111
157	0.01905270989
158	0.01888459469
159	0.01866947286
160	0.01859829178
161	0.01845499629
162	0.01829037465
163	0.01823583715
164	0.01814321142
165	0.01800506319
166	0.01791384561
167	0.01784594063
168	0.01765033155
169	0.01750582943
170	0.01722500041
171	0.01709401047
172	0.01700010174
173	0.0169263436
174	0.01683434671
175	0.01669220526
176	0.01656999001
177	0.0164012962
178	0.01631832364
179	0.01623410726
180	0.01610547044
181	0.01602319298
182	0.01598396169
183	0.01590247407
184	0.01580531108
185	0.01569662841
186	0.01564158567
187	0.01556312897
188	0.01547341904
189	0.01532782008
190	0.01519946493
191	0.01503000907
192	0.01497319304
193	0.01491483954
194	0.01480560507
195	0.01469019395
196	0.01466989593
197	0.01454717667
198	0.0143920721
199	0.01423355773
200	0.01415653114
201	0.01408458519
202	0.01393581698
203	0.01387323399
204	0.01384098503
205	0.01376998236
206	0.01371240042
207	0.01363933685
208	0.01352002142
209	0.01343049957
210	0.0133900932
211	0.01335815258
212	0.01326602785
213	0.01320715271
214	0.01312738266
215	0.01308819469
216	0.01298386697
217	0.01289660257
218	0.01281868345
219	0.01276995497
220	0.01270957351
221	0.01264595704
222	0.01250005299
223	0.01248721034
224	0.01242117433
225	0.01230707926
226	0.01224014806
227	0.01209225662
228	0.01204574854
229	0.01198768362
230	0.01191458649
231	0.01184100157
232	0.01181442273
233	0.01173687929
234	0.01169099925
235	0.01163925027
236	0.01156498874
237	0.01149244212
238	0.01141774303
239	0.01135441857
240	0.01130100527
241	0.01126517902
242	0.01119985441
243	0.01113991737
244	0.0110814675
245	0.01104111849
246	0.01098340518
247	0.01093949142
248	0.0109071685
249	0.01084375897
250	0.01080746267
251	0.01075282028
252	0.01065716256
253	0.01059910466
254	0.01054400475
255	0.01050456214
256	0.01045701543
257	0.01039524214
258	0.01026292339
